,Text,Label
675,"Війну в Україні можна закінчити за кілька тижнів,",True
676,"Молодшу дочку Путіна, Катерину Тихонову, готують до політичної кар'єри,",True
677,В Україні відкликають партію «Кіндерів» через спалах сальмонели. Про це повідомили у Київському управлінні Держпродспоживслужби. Відгуку,True
678,"На кордоні з Україною активізувалися війська Білорусі,",True
679,У Білорусі на все літо обмежили в'їзд та перебування біля кордонів з Україною,True
680,"Арестович натякнув на можливу успішну контратаку ЗСУ на Херсонському напрямку, яка підтримувалася авіацією",True
681,"Захід можна дорікнути в темпах, але наміри точно дорікнути не можна.",True
682,️Рішення про надання Україні реактивних систем залпового вогню ще не прийнято,True
683,УПЦ Московського патріархату стає повністю незалежною від російської,True
684,Біля кордону з Рівненською областю Білорусь встановили 4 ракетні пускові установки «Іскандер». Судячи з усього для ракетних ударів на захід – генштаб ЗСУ,True
685,"29-30 травня Петро Порошенко братиме участь у засіданні Парламентської асамблеї НАТО,",True
686,На OLX почали продавати термінали Starlink,True
687,"Макрон і Шольц подзвонили путіну, повідомили у кремлі.",True
688,На тлі паливної кризи в Україні вирішили створити національну мережу АЗС,True
689,ВВС здійснили наступ на півдні України: рашисти зазнали втрат і зайняли невигідні позиції.,True
690,У Росії немає і не було мети захопити Київ,True
691,"Подоляк пояснив, що відбудеться у світі у разі перемоги Росії.",True
692,"Польща передасть Україні самохідні артилерійські установки AHS Krab, - Polskie Radio",True
693,Україна отримає РСЗВ з дальністю дії 100+ км,True
694,Секретний план розгрому рашистів злили до Мережі.,True
695,Кількість загиблих цивільних у десятки разів перевищує втрати ЗСУ,True
696,Зелений звільнив голову СБУ в Харківській області Романа Дудіна:,True
697,Kalush Orchestra та Сергій Притула продали кришталевий мікрофон «Євробачення-2022» за $900 тисяч. Це сталося на благодійному аукціоні під час стримування на YouTube! Кошти підуть на комплекс безпілотників PD-2 для української армії. Респект хлопцям!,True
698,У центрі підконтрольного оркам Мелітополя Запорізької області стався сильний вибух.,True
699,Деталі нічного обстрілу Сумської області.,True
700,Війська РФ зміцнюються та доукомплектовуються військовою технікою на кількох напрямках,True
701,Зеленський не заперечує можливості проведення тристоронніх переговорів із Путіним та Ердоганом,True
702,"РФ перекидає війська в Курську область, яка межує з",True
703,"Міністр оборони Словаччини офіційно підтвердив передачу Україні восьми 155 мм САУ ""Zuzana 2""",True
704,"Московський пластичний хірург робитиме груди для «справжніх патріоток». Євген Добрейкін представив імпланти для тих,",True
705,️Глава ТРО Дніпра Геннадій Корбан у своєму Facebook написав пост про необхідність зміцнювати оборонні рубежі на півночі України,True
706,Данія відмовилася оплачувати постачання російського газу в рублях і готується до припинення його імпорту з Росії,True
707,Пропагандона Соловйова одним питанням порушили місце.,True
708,"️Франція направить до України додаткову партію самохідних гаубиць Caesar,",True
709,"️Окупанти готуються до наступу на Слобожанському напрямку,",True
710,"У ході вдалого наступу ВСУ ворог зазнав втрат і відійшов із населеного пункту Миколаївка Херсонської області, що призвело до панічним настроям серед військовослужбовців інших підрозділів ЗС РФ, - Генштаб ЗСУ",True
711,"Washington Post з посиланням на джерела: «Влада США вивчає можливість постачання Україні РСЗВ, але без далекобійних ракет, фінального рішення не прийнято».",True
712,"З посади радника Путіна пішов зять Єльцина Валентин Юмашев – після 22 років роботи, повідомляє Reuters",True
713,Карта фронту в Україні від дослідників війни,True
714,"""Шойгу - повністю некомпетентний профан"", ""Путін - с**а, еб***й пі***ас"", - телефонна розмова полковників ЗС РФ Власова та Ковтуна",True
715,"Зелений заявив Ердогану, що хоче провести зустріч з Путіним,",True
716,"Голова міської військової адміністрації Олександр Стрюк повідомив, що російські військові захопили половину Сєвєродонецька, лінія фронту проходить посередині міста.",True
717,У Сєвєродонецьку ракета прилетіла просто під час бесіди з мирними жителями,True
718,"Після вчорашнього вибуху начиненого вибухівкою ""Мерседеса""",True
719,️Верховна Рада звільнила з посади Омбудсмена з прав людини Людмилу Денисову,True
720,"Путін наказав захопити Луганську область до 1 червня, Донецьку – до 1 липня.",True
721,"ЗМІ повідомляють, що ЗСУ відбили Велику Камишеваху на Ізюмському напрямку.",True
722,28 липня в Україні буде нове державне свято – День Української Державності,True
723,Путін відсмоктує мешканцям вигрібні ями на Київщині.,True
724,"Сьогодні США представить 11-й пакет військової допомоги для України,",True
725,Росія кинула всі сили на Донбас і стала вразливою на Херсонщині,True
726,На Росії стартували військові навчання із задіянням ядерних сил.,True
727,"Ватажок т.зв. «ДНР» Дениса Пушиліна було поранено в Лимані, – ЗМІ За непідтвердженою інформацією Пушилка",True
728,Війська РФ обладнують позиції в Брянській області за 3 км від державного кордону України - спікер Міністерства оборони України Олександр Мотузяник,True
729,"""Війна не закінчилася. Киянам, жителям столиці рано розслаблятися. Для Києва існує загроза, насамперед загроза терористичних обстрілів з боку РФ балістичними і крилатими ракетами"". з Білоруссю сконцентровано нові підрозділи російських військових, сформовано батальйонно-тактичні групи, а безпілотники перетинають кордон із Україною, намагаються вести розвідку. Існує загроза спроби російських окупантів відкрити другий фронт на київському напрямку.",True
730,Джо Байден офіційно підтвердив передачу Україні HIMARS з боєприпасами.,True
731,Британія попросила США дозволити відправку в Україну сучасних ракетних систем середньої дальності.,True
732,Повідомляють про проліт ракети над Кіровоградською областю у бік Вінниці.,True
733,Повідомляють про проліт двох ракет над Уманню у бік Рівного,True
734,Також повідомляють про проліт ракети над Івано-Франківською областю,True
735,"РАКЕТИ ПРОЛЕТІЛИ НАД ТЕРНОПІЛЬСЬКОЮ, ІВАНО-ФРАНКІВСЬКОЮ І ХМЕЛЬНИЦЬКОЮ ОБЛАСТЯМИ",True
736,"Нідерландське видання NOS пише, що мешканці країни почали масово заправляти свої автомобілі у Німеччині через зниження там ціни на пальне",True
737,"«На Київщині діють ДРГ, є небезпека провокацій», - повідомив Олексій Кулеба.",True
738,Пропагандон Соловйов радіє обстрілу рашистами Львівської області,True
739,"️ Наочна демонстрація, куди реактивні снаряди HIMARS MLRS M30/M31 з дальністю до 70 км можуть завдати удару з лінії фронту",True
740,Поєдинок між Олександром Усиком та Ентоні Джошуа перенесли.,True
741,Литва підписала угоду з Туреччиною про купівлю ударного дрону для України,True
742,"Прес-секретар Путіна Дмитро Пєсков заявив, що проведення референдуму про входження «ДНР» та «ЛНР» до складу РФ у нинішніх умовах навряд чи можливе. За його словами,",True
743,"У Tg-каналах Бердянська, який зараз перебуває під контролем РФ, пишуть, що в порту пролунав сильний вибух",True
744,"Турки погодилися віддати Байрактар, на який збирали литовці – безкоштовно.",True
745,️Очевидці повідомляють про третій вибух у Бердянську,True
746,Матеріали першої справи Медведчука передано до суду. Йому загрожує до 15 років ув'язнення.,True
747,"️США не впливатиме на дальність стрілянини з РСЗВ Himars, які будуть поставлені Україні",True
748,"«Ми втягнули російські війська в пастку в Сєвєродонецьку, вдало ""здавши"" місто. Зараз російське командування перебуває в шоці",True
749,️Білоруська армія мінує дороги та мости,True
750,На Херсонщині ЗСУ звільнили 8 км окупованої території.,True
751,Радник голови ВП Олексій Арестович щодо контрнаступу ЗСУ у Херсонській області.,True
752,"️️Росія навряд чи зможе чимось відповісти після того, як США відправили Україні передове озброєння",True
753,"Америка допомагатиме Україні стільки, скільки потрібно,",True
754,️Сьогодні виповнюється 100 днів від початку повномасштабного вторгнення РФ в Україну,True
755,"Михайло Подоляк знову акцентував увагу на тому, що Україна не битиме американськими РСЗВ територією мордору.",True
756,️Олександру Невзорову та його дружині Лідії Невзоровій Указом Президента Володимира Зеленського надано громадянство України за визначні заслуги перед нашою країною,True
757,Невзоров прокоментував новину про набуття громадянства України «,True
758,"Канада надасть одноразову допомогу українським біженцям у розмірі $3 тисяч,",True
759,️ВСУ відкинули ворога від двох населених пунктів поблизу Сєвєродонецька - Метелкіне та Білогорівки,True
760,Окупанти зібрали до 20 БТГ на Слов'янському напрямі: свіже зведення Генштабу.,True
761,"У Сєвєродонецьк увійшов наш ""Іноземний легіон"". Бої за місто продовжуються""",True
762,️Наказ про наступ білоруських військ на Україну був,True
763,"Росіяни, при онлайн-оформленні електронного дозволу на в'їзд до Мексики, отримують відмову українською мовою",True
764,Війна в Україні може закінчитися будь-якої миті,True
765,"Лукашенко введе війська в Україну, якщо Путін його дотисне",True
766,Стефанчук попросив у міністра оборони Німеччини підводні човни.,True
767,️Президент Росії владимир путін прокоментував рішення США направити в Україну нові озброєння,True
768,"Війна в Україні може закінчитися до кінця 2022 року,",True
769,"У Сєвєродонецьку росіяни знову обстріляли «Азот», у Лисичанську – будівлі поліції та пошти, – голова Луганської ОВ Сергій Гайдай. За добу в Лисичанську загинула одна людина, ще двоє поранені. Армія Росії продовжує штурмові дії в Сєвєродонецьку, контролює східну частину міста. Крім того, противник намагається вести наступ у напрямку Нірково – Миколаївка.",True
770,"️Чуть не сталася ядерна катастрофаЗапущена вранці Києвом російська ракета ""Калібр"" пролетіла критично низько над Південноукраїнською АЕС. Навіть уламок ракети кото",True
771,Самохідні гаубиці М109А3 вже на передовій,True
772,Київ обстріляли з літаків Ту-95 з акваторії Каспійського моря.,True
773,Контратака ЗСУ у Сєвєродонецьку зіпсувала плани армії Росії,True
774,У США зараз бум виробництва бункерів. Ціни від 40 тисяч до мільйона доларів,True
775,"️Глава УЖД Камишин підтвердив, що ракетний удар по Києву припав на Дарницький вагоноремотний завод",True
776,На нас чекає дуже приємна новина від російських ЗМІ. Чекаємо на детальну інформацію,True
777,На Осокорках у Києві хтось вирішив запустити салют,True
778,Володимир Зеленський відвідав позиції ЗСУ на передовій у Лисичанську.,True
779,ЗСУ провели успішні контратаки в Сєвєродонецьку за останні 48 годин.,True
780,"Пропагандисти беруть нові висоти. НТВ показав «бойового екстрасенсу КДБ», який «пророкував» капітуляцію Зеленського Сюжет називається «Наш дід Ванга». Цей дід навантував Зеленському еміграцію до Литви, а режим українського президента нібито звалиться до вересня. «",True
781,Вальс на руїнах: у Харкові випускники попрощалися зі своєю зруйнованою школою.,True
782,Україна може повністю відмовитися від імпорту газу з РФ за рахунок власного видобутку та виробництва біогазу у найближчі десять років,True
783,"Росія може завдати ударів по інфраструктурі та держустановам України у разі поставок Києву РСЗВ дальньої дії,",True
784,На Росії не виключають введення військ ОДКБ в Україну.,True
785,"Так може виглядати пасажирський термінал «Мрія» у Гостомелі, якщо аеродром вирішать переобладнати. Архітектори проекту стверджують, що він допоможе розвантажити «Бориспіль» та «Жуляни», а також дасть поштовх до розвитку передмість Києва та області загалом.",True
786,️Сьогодні в Донецьку та області були потужні обстріли,True
787,"""Нацики, не нацики - це питання філософське. Українські військові знесуть голову будь-кому. Особливо нацики.""",True
788,"️Росія планує теракт у Європі, щоб завадити постачанню України озброєння",True
789,"Президент США Джо Байден оголосив режим НС у країні,",True
790,"️Для повноцінного контрнаступу ЗСУ та повної деокупації територій на півдні та сході України необхідно сформувати 6 нових бригад загальною чисельністю 25 тис. осіб, - секретар РНБО Олексій Данилов",True
791,"Поки ми відходимо від цін на малину, цибулю в «Сільпо» продають по 249 грн. А далі що?",True
792,"Мер міста Мелітополя Іван Федоров заявив, що окупанти залишили майже всі блок-пости Мелітопольського району, боячись настання ЗСУ",True
793,Єврорада обговорить статус кандидата для України на саміті 23-24 червня,True
794,"Українські вертольоти завдали ударів по окупантам на Херсонщині, на Миколаївщині з літаків наші вдарили по ворожих складах боєприпасів",True
795,"У Сєвєродонецьку ЗСУ зміцнилися на позиціях і тримають оборону,",True
796,Оголошено вартість передплати на Telegram Premium - $5 (~ 150 грн) / місяць.,True
797,"З Білорусі на територію Волинської області можуть зайти ворожі ДРГ, — радник голови МВС Андрусів",True
798,"«Тупикова ситуація у війні з Росією – не варіант для України», – Володимир",True
799,Польща підпише найбільший за 30 років контракт на постачання зброї Україні майже на $630 млн,True
800,"Норвегія без зайвого шуму повідомляє, що поставила Україні 20 модернізованих 155 мм самохідних гаубиць M109/A3GN.",True
801,З'явилися повідомлення про виліт ракет із акваторії Чорного моря. У багатьох галузях повітряна тривога. Пройдіть в укриття.,True
802,"Іспанія готова поставити Україні зенітно-ракетні комплекси та бойові танки ""Leopard A4""",True
803,Можна трохи видихнути... ЗСУ збили наступальний потенціал російської армії.,True
804,"Армія РФ відводить війська з позицій у Запорізькій області, – Інститут вивчення війни.",True
805,"Українцям можуть вручати повістки на блокпостах, вулиці чи заправках.",True
806,Положення орків на Херсонсько-Миколаївському напрямку погіршується,True
807,Турецька влада готова погодити прийняття Швеції та Фінляндії до НАТО під час виконання країнами десяти умов.,True
808,На російському радіо звучать українські пісні та гімн.,True
809,"?Володимир Путін хоче знищити Європейський союз, — Ангела Меркель.",True
810,"Орки шоковані тим, що наші бійці не ламаються навіть у полоні.",True
811,"Колишній ""слуга народу"" Ковальов відкрито заявив про співпрацю з окупантами",True
812,"«Наддержава» продовжує планомірно божеволіти. Студентів Томського університету евакуювали з гуртожитку по пожежній тривозі, а потім не дозволяли повернутися, поки вони не вишикуються буквою Z. Адміністрація гуртожитку вибачилася, назвавши евакуацію «жахливим розіграшом».",True
813,"Війська РФ готуються до втечі з Мелітополя, побоюючись настання армії України.",True
814,Вночі по Новоград-Волинському Житомирської області окупанти завдали ракетного удару. Потрапили багатоповерхівкою,True
815,"Зеленський погодився передати Польщі суверенітет України,",True
816,У мережі розганяють фейк про нібито повторний наступ на Київ.,True
817,"Співробітники ФСТ у закордонних поїздках збирають за Путіним сечу та кал, щоб приховати інформацію про його захворювання",True
818,"Російські олігархи хочуть стати громадянами України,",True
819,Росіяни відвели окремі підрозділи бурятів із Сєвєродонецька і можуть спробувати знову форсувати Сіверський Донець.,True
820,"Голова Запорізької ОВА Олександр Старух повідомив, що окупанти провели ротацію в районі Мелітополя, фактичного відведення військ, як заявлялося раніше, не було.",True
821,"️Радник керівника Офісу президента Михайло Подоляк порівняв ""Л/ДНР"" з ІДІЛ.",True
822,"Екс-охоронець Медведчука гіпнотизував шефа, щоб стати депутатом.",True
823,"Президент Франції Макрон пообіцяв надати Україні важке озброєння,",True
824,Зеленський про ситуацію на фронті: Є певний позитив у Запорізькій області,True
825,Монастирський не виключив повторного наступу на Київ.,True
826,Дарницький вагоноремонтний завод відновив роботу через 4 дні після обстрілу рашистів.,True
827,"""Відкрийте кордони"". А ось уже й петиції, на які ми заслужили.",True
828,Рано чи пізно Росія може повторити наступ на Київ,True
829,Новою метою для російських ракет може стати урядовий квартал Києва.,True
830,"Лавров прокоментував учорашній указ Зеленського про санкції проти нього, президента РФ Путіна, прес-секретаря Кремля Пєскова та інших високопосадовців.",True
831,Фінляндія надасть Україні новий пакет воєнної допомоги.,True
832,"У Донецьку неподалік адміністрації голови ""ДНР"" пролунав вибух",True
833,"«Чому ніхто не здох?», — обурюється дитина, побачивши ДТП із технікою окупантів. Це все, що потрібно знати про ставлення українців до русни на тимчасово окупованих територіях. Навіть маленькі діти розуміють, що являє собою ""російський світ"".",True
834,Санкції проти Росії не будуть скасовані після завершення війни,True
835,Кремль може спробувати заморозити війну в Україні на якийсь час – ГУР,True
836,"️Президент Туреччини Реджеп Тайіп Ердоган пригрозив Греції ""трагічним кінцем"",",True
837,"Переломний момент на користь ЗСУ буде у липні-серпні цього літа, коли ми матимемо достатню кількість зброї, — колишній голова Служби зовнішньої розвідки, генерал армії України Микола Маломуж.",True
838,Зеленський відповів на петицію про відміну заборони виїзду для чоловіків з України,True
839,"Байден заявив, що Зеленський не звертав уваги на попередження про те, що росія в лютому розпочне повномасштабне вторгнення в Україну.",True
840,"Українські війська ведуть контрнаступ на напрямках Киселівка, Солдатське та Олександрівка Херсонської обл.",True
841,До Києва приїхала голова Єврокомісії Урсула фон дер Ляйєн,True
842,Китайська делегація залишила зал під час виступу Зеленського на азіатському саміті,True
843,Гауляйтер Херсона Володимир Сальдо набув російського громадянства.,True
844,Зелений категорично висловився про переговори з росією.,True
845,Андрій П'ятов зіграв останній матч у футболці збірної України.,True
846,️ Бійці територіальної оборони тепер зможуть брати участь у бойових діях,True
847,РАКЕТИ НАД КИЇВСЬКОЮ ОБЛАСТЮ! В УКРИТТЯ,True
848,РАКЕТНА НЕБЕЗПЕКА У ЧЕРНІВЕЦЬКІЙ ОБЛАСТІ!,True
849,"️Окупанти збільшили свій флот у Чорному морі на 2 великі десантні кораблі, – ОК «Південь». Російські судна біля берегів України готові запустити українськими містами 40 крилатих ракет. Не ігноруйте сигнали тривоги.",True
850,"""Бажаю вам поразки"" - глава МЗС Латвії привітав РФ із днем ​​Росії.",True
851,Володимир Зеленський став лауреатом премії імені Бориса Нємцова за сміливість,True
852,З'явилося відео як нетверезий співробітник Генштабу ЗСУ влаштував стрілянину в київському ЖК.,True
853,У Рубіжному ЗСУ накрили командний пункт чеченців.,True
854,Зерно експортуватимуть через Польщу та Румунію: Україна розробила маршрути – МЗС,True
855,Молодіш психологічно кошмарить орків у тимчасово окупованому Херсоні,True
856,У Світлодарську Донецької області горить Вуглегірська ТЕС.,True
857,"Чи світ не зовсім розуміє, що відбувається, чи він чудово розуміє, але втомився і готовий змиритися з думкою, що українці вмирають щодня",True
858,"Євросоюзу доведеться співіснувати з Росією, незважаючи на ті звірства, які росіяни чинять в Україні",True
859,8Рівно 8 років тому Маріуполь вперше звільнили від російських загарбників,True
860,"Папа Римський визнав, що Україні потрібна зброя, щоб захищатися від Росії",True
861,Інопланетяни врятують Україну від ядерного удару Путіна,True
862,Повідомляють про удар ракет по Чернігівській області,True
863,️Повідомляють про ракетний удар по місту Прилуки Чернігівської області.,True
864,Вибухи в київській та житомирській областях - ЗМІ,True
865,"️ВСУ зрушили ділянку фронту на 15 км на Донбасі,",True
866,"Телеграм канал ""Беларускі Гаюн"" повідомляє, що на півдні Білорусі підозріла активність із ""інспекцією"" занедбаного 369-го ракетного полку. Раніше там могла розміщуватися ядерна зброя",True
867,Центр Сєвєродонецька перейшов під контроль ворога,True
868,Союзники України роздяглися у думках щодо завершення війни з росією — ЗМІ,True
869,Всунули лінію фронту в Запоріжжі на 5-10 км.,True
870,️Глава Пентагону Ллойд Остін прокоментував потребу України в,True
871,"У Клинцях Брянської області, де нещодавно стався вибух на території військової частини, знову бавовни.",True
872,"Українські захисники звільнили н.п. Придонецьке, знаходяться в 10 км від Ізюму - Полк АЗОВ",True
873,️ Повітряна тривога у багатьох областях України,True
874,На півночі Київської області було чути вибухи.,True
875,Якщо ви бачите частини збитої ракети не підходьте до неї! Це може бути небезпечно,True
876,"РосЗМІ пишуть, що ""ДНР"" просить Росію задіяти додаткові ""Іскандери"" та авіацію для знищення артилерії ЗСУ",True
877,"Зеленський розповів, що Україна готова до переговорів з російськими загарбниками лише тоді, коли окупанти будуть готові закінчити війну.",True
878,Перший міністр Шотландії Нікола Стерджен повідомила плани провести новий референдум про незалежність.,True
879,️ВСУ знищили склад російських боєприпасів у тимчасово окупованій Новій Каховці,True
880,Сьогодні збірна України зіграє проти Ірландії.,True
881,Порядки з доставкою на пляж замовляли?,True
882,"США передадуть Україні більше РСЗВ, ніж було заявлено раніше",True
883,"Путін, ймовірно, як і раніше, хоче захопити значну частину, якщо не всю Україну",True
884,"Путін під час своєї промови ""проголосить новий світовий порядок""",True
885,"«Ми просто два мости підірвемо» – Кім «Миколаїв розташований між двома річками, і якщо щось назріватиме, ми просто два мости підірвемо. Місто в такому разі – це просто глухий кут, тому що їм доведеться обходити річку» – сказав глава ОВА.",True
886,"️Президент Володимир Зеленський попросив головнокомандувача ЗСУ Валерія Залужного перевірити, чи забезпечені українські захисники необхідними засобами захисту",True
887,"Спецслужби РФ почали масово скуповувати за кордоном супутникові знімки України, у тому числі й Києва — Цаплієнко",True
888,"«Треба визнати, що український народ – це реальність», – на росТВ «зламалася» пропаганда. Росіяни вже подумують над тим, щоб «вирішити питання з Україною не лише військовим шляхом». Що ж сталося із «другою армією світу»?",True
889,"Канада та Данія після багаторічних суперечок припинили ""війну віскі""",True
890,"РФ має три варіанти ведення війни проти України,",True
891,"Путінський клоун Медведєв заявив, що за два роки Україна взагалі може не існувати на карті",True
892,Відстрочка від мобілізації: студентів та педагогів ПТУ не покличуть,True
893,Міністр оборони Олексій Резніков прибув до Брюсселя на зустріч «Рамштайн-3». Сьогодні на ній обговорюватимуться нові поставки важкої зброї Україні.,True
894,️НАТО створить сили реагування на східному фланзі вперше з часів Холодної війни,True
895,Легенда радянської розвідки застрелився в Москві,True
896,"Чоловік зі Львова намагався перетнути кордон, сховавшись у туалеті поїзда, поки той стояв на вокзалі.",True
897,Українська армія успішно просувається до окупованого Херсона - аналітик Sky News Майкл Кларк,True
898,️Президент США Джо Байден оголосив про виділення Україні нового пакету військової допомоги на суму 1 млрд дол. — Білий дімДеталі:,True
899,Багато ЗМІ цієї доби просять бути дуже уважними до повітряних тривог!,True
900,"«Українські військові завершили навчання на РСЗВ HIMARS, і до кінця червня Україна отримає їх для оборони на Донбасі, - заявив голова Об'єднаного комітету начальників штабів США генерал Марк Міллі за підсумками зустрічі Рамштайн-3.",True
901,"У зв'язку з повномасштабною війною в Україні Оргкомітет «Міс Україна Всесвіт» самостійно обрав представницю країни для поїздки до США. Вікторія Апанасенко, яка стала «І Віце-Міс Україна Всесвіт» у 2021 році, тепер здобула головний титул.",True
902,"ЗСУ застосовують артилерію набагато професійніше, ніж війська Росії,",True
903,Вистрілив дружині в обличчя через немитий посуд.,True
904,"Нова зброя дозволить Україні повернути Крим,",True
905,"️С 16 липня всі сайти мають перейти українською мовою, а товари з комп'ютерними програмами мають бути оснащені українським інтерфейсом",True
906,"Франція хоче, щоб Україна повернула Крим,",True
907,"Зустріч Зеленського з лідерами Італії, Німеччини, Франції та Румунії завершилася, - голова ВП Андрій Єрмак.",True
908,"Великобританія передасть Україні понад 20 САУ M109,",True
909,"️Напад із Білорусії?Зеленський зібрав засідання про можливу загрозу нового вторгнення з боку Білорусі, на якому доручив провести перевірку готовності у чотирьох областях, — секретар РНБО Олексій Данилов",True
910,"""Крот"" таки є: Інформацію про напад РФ на Україну американцям ""злив"" високопоставлений російський ""крот"" рангом ""вище за Лавров"", —",True
911,"У Києві працюють системи ППО зі штучним інтелектом,",True
912,"Якщо американські реактивні системи залпового вогню HIMARS прийдуть до України у достатній кількості – війна може закінчитися набагато швидше. Якщо ні, то до кінця року, вважає головний розслідувач міжнародної групи Bellingcat Христо Грозєв.",True
913,"Шольц, Макрон і Драгі «за зачиненими дверима» попросили Зеленського відновити переговори з РФ.",True
914,У Думі допустили обрання Дмитра Медведєва президентом... України — росЗМІ,True
915,"У Підмосков'ї знайдено мертвим екс-главу «Росозброєння» Причина смерті 64-річного Олексія Огарьова не називається. ""Тіло було виявлено в будинку в котеджному селищі Балатон вдень у четвер. Попередньо смерть некримінальна"", - сказав кремлівському пропагандистському агентству ""РИА Новости"" джерело. Є припущення, що путін почав шукати винних у негативній перемозі «спецоперації»",True
916,Жодних більше вечірок: у Києві заборонили гучну музику.,True
917,"США допоможуть Україні пройти новий опалювальний сезон,",True
918,"Прем'єр-міністр Великобританії Борис Джонсон запропонував розпочати масштабну програму підготовки для українських військових, - повідомляє Reuters",True
919,Схоже у Путіна якісь проблеми з дикцією,True
920,"Путін не зупиниться в Україні, Європі загрожує хаос, – Джо Байден в інтерв'ю Associated Press.",True
921,"На території Білорусі немає достатньої кількості сил та засобів для того, щоб зробити такий наступ, який відбувався 24 лютого — секретар РНБО Олексій Данилов у",True
